single point
 hani_5011     0.7813075        1.00000        0.00000    
 hani_5012      1.084382        1.00000        0.00000    
 hani_5013      1.015067        1.00000        0.00000    
 hani_5014      13.29990        1.00000        0.00000    
 hani_5015      14.50664        1.00000        0.00000    
 vani_5021      4.785686        1.00000        0.00000    
 vani_5022     7.1204800E-03    1.00000        0.00000    
 vani_5023      5.799976        1.00000        0.00000    
 vani_5024     0.3712042        1.00000        0.00000    
 vani_5025      6.038322        1.00000        0.00000    
 drn_1          2.222454        1.00000        0.00000    
 drn_2         3.3350500E-02    1.00000        0.00000    
 drn_3          1.900825        1.00000        0.00000    
 drn_4          1.529660        1.00000        0.00000    
 drn_5          1.777708        1.00000        0.00000    
 drn_6          1.927144        1.00000        0.00000    
 drn_7          1.865753        1.00000        0.00000    
 drn_8          2.527500        1.00000        0.00000    
 drn_9         0.9626979        1.00000        0.00000    
 drn_10        0.5337980        1.00000        0.00000    
 ghb_11        0.4108211        1.00000        0.00000    
 ghb_12        0.1710524        1.00000        0.00000    
 ghb_13        3.1896700E-02    1.00000        0.00000    
 ghb_14        7.5567200E-02    1.00000        0.00000    
 ghb_15        0.1242278        1.00000        0.00000    
 ghb_16        0.1531385        1.00000        0.00000    
 ghb_17        0.3463783        1.00000        0.00000    
 ghb_18        0.2540236        1.00000        0.00000    
 ghb_19        4.9343900E-02    1.00000        0.00000    
 ghb_20        3.7591236E-02    1.00000        0.00000    
 ghb_21        0.4491097        1.00000        0.00000    
 ghb_22        0.3625518        1.00000        0.00000    
 ghb_23        8.4872837E-02    1.00000        0.00000    
 ghb_24        0.1149926        1.00000        0.00000    
 ghb_25        7.4435236E-02    1.00000        0.00000    
 ghb_26        3.0329000E-02    1.00000        0.00000    
 ghb_27        0.5675644        1.00000        0.00000    
 sc1v1          1.815125        1.00000        0.00000    
 sc1v2          2.342629        1.00000        0.00000    
 sc1v3          3.375397        1.00000        0.00000    
 sc1v4         0.2495500        1.00000        0.00000    
 sc1v5         0.2495500        1.00000        0.00000    
 sc2v1         5.0020500E-04    1.00000        0.00000    
 sc2v2         5.0020500E-04    1.00000        0.00000    
 sc2v3         3.7686663E-05    1.00000        0.00000    
 sc2v4         2.9133548E-04    1.00000        0.00000    
 sc2v5         1.5898157E-04    1.00000        0.00000    
 sc3v1         0.1239700        1.00000        0.00000    
 sc3v2          1.412037        1.00000        0.00000    
 sc3v3         0.1239700        1.00000        0.00000    
 sc3v4         0.1239700        1.00000        0.00000    
 sc3v5         0.1239700        1.00000        0.00000    
 sc4v1         5.5931892E-05    1.00000        0.00000    
 sc4v2         2.2026760E-05    1.00000        0.00000    
 sc4v3         3.2567995E-05    1.00000        0.00000    
 sc4v4         5.8066303E-05    1.00000        0.00000    
 sc4v5         5.2834234E-05    1.00000        0.00000    
 sc5v1         2.2773219E-03    1.00000        0.00000    
 sc5v2         7.9936100E-04    1.00000        0.00000    
 sc5v3         1.7168720E-03    1.00000        0.00000    
 sc5v4         7.9936100E-04    1.00000        0.00000    
 sc5v5         1.0064400E-02    1.00000        0.00000    
